timestamp,body_temp,ambient_temp,pressure_hpa,humidity_pct,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,spo2_pct,active_labels,recommendation,priority
2025-12-10T20:20:14.803358Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From what the data shows, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:20:21.604669Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From what the data shows, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:20:27.600918Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From your readings, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:20:33.252909Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From your readings, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:20:38.951612Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From what the data shows, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:20:44.983059Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From what the data shows, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:20:50.613911Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From your readings, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:20:56.309060Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From your readings, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:21:02.057791Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From what the data shows, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:21:07.731420Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From your readings, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:21:13.438836Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From what the data shows, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
2025-12-10T20:21:19.080594Z,28.18,32.65,900.08,3.23,-1.93,2.53,-3.46,-163.49,22.95,123.31,90.86,80.47,"High activity, Stressed, Healthy","From your readings, You're showing noticeable signs of stress. Your body is working hard, similar to jogging or physical work.",caution
